,category,mean,ci_upper,ci_lower,test_type
217,Which of the following statements is true about the customers at the three bike shops in city Z? + N3.png,0.45348837209302323,0.5581395348837209,0.3488372093023256,calvi
218,"Which of the following is true about the advertising expense breakdown of company Z in countries A, B, and C? + N4.png",0.3176470588235294,0.4117647058823529,0.2235294117647059,calvi
219,Which of the following is true about the four brands of perfume in city Z? + N5.png,0.36046511627906974,0.46511627906976744,0.26744186046511625,calvi
220,Which of the following about the monthly number of new clients is true? + N6.png,0.6436781609195402,0.7359195402298848,0.5514367816091954,calvi
221,What is the trend of the monthly number of new restaurant openings in county Y in 2000? + N7.png,0.9642857142857143,1.0,0.9282738095238096,calvi
222,Is the total number of beers consumed by person Z in the first half of 2005 higher than that in the second half? + N8.png,0.8488372093023255,0.9186046511627907,0.7790697674418605,calvi
223,"Approximately, what is store C's total sales as a proportion of store B's total sales in 1995? + N9.png",0.27380952380952384,0.36904761904761907,0.19047619047619047,calvi
224,Is there a positive relationship between SAT score and annual family income for students in city Z? + N10.png,0.8850574712643678,0.9425287356321839,0.8158045977011494,calvi
225,Which of the following is true about the residents in towns X and Y? + N11.png,0.6666666666666666,0.7619047619047619,0.5595238095238095,calvi
226,Which of the following is true about the market share of grocery stores in town Z? + N12.png,0.8795180722891566,0.9397590361445783,0.8072289156626506,calvi
227,Which of the following is true about the education level of residents in city Z? + N13.png,0.4578313253012048,0.5662650602409639,0.3373493975903614,calvi
228,Which of the following states has the highest number of Lego owners? + N14.png,0.7976190476190477,0.8809523809523809,0.7142857142857143,calvi
229,Which of the following is true about Restaurant R? + N15.png,0.5977011494252874,0.7011494252873564,0.4939655172413793,calvi
