,participant_id,category,is_correct
4819,6544fd4daeb0e81889e217f7,Which of the following is true about the annual number of new movies released in city X? + T14.png,1.0
4820,6544fd4daeb0e81889e217f7,Which of the following is true about the market share of grocery stores in town Z? + N12.png,1.0
4821,6544fd4daeb0e81889e217f7,Which of the following is true about the residents in towns X and Y? + N11.png,0.0
4822,6544fd4daeb0e81889e217f7,Which planet has the highest life expectancy? + bg-table-1.png,1.0
4823,6544fd4daeb0e81889e217f7,Which planet has the lowest adult literacy? + sp-9.svg,1.0
4824,6544fd4daeb0e81889e217f7,Which planet spends approximately 22% of its GDP on primary students? + sp-8.svg,0.0
4825,6544fd4daeb0e81889e217f7,Which planet spends the most on its primary students? + sp-5.svg,1.0
4826,6544fd4daeb0e81889e217f7,Which planet spends the most on its primary students? + sp-table-7.png,1.0
4827,6544fd4daeb0e81889e217f7,"Which region had the highest number of confirmed cases per 1,000 people? + T42.png",0.0
4828,6544fd4daeb0e81889e217f7,Which season has the most rain? + line.png,1.0
4829,6544fd4daeb0e81889e217f7,Which statement about the daily number of traffic accidents from Jan 01 to Jan 15 in state Z is true? + N2.png,1.0
4830,6551cd541d74c5f776477dd0,About how much did the price of a barrel of oil fall from April to September in 2015? + item5.png,0.0
4831,6551cd541d74c5f776477dd0,"According to your best guess, what will the percentage of people with Adeolitis be in the year 2010? + ggr_item7.png",0.0
4832,6551cd541d74c5f776477dd0,"Approximately what percentage of people who die from cancer die from colon cancer, breast cancer, and prostate cancer taken together? + ggr_item4.png",1.0
4833,6551cd541d74c5f776477dd0,Are there more households with exactly 1 car than households with exactly 2 cars? + T29.png,0.0
4834,6551cd541d74c5f776477dd0,"Assuming today is Feb 20, 2022, which of the following is true about the vegetables planted by the three farms? + T35.png",0.0
4835,6551cd541d74c5f776477dd0,"Assuming today is May 01, and half of the votes from each state for a favorite ice cream brand have been counted. The color of each state corresponds to the brand that has received the most votes in that state so far. The brand with the most number of colored states will be the most popular brand, and the results will be finalized on May 15. Which of the following is true? + T45.png",0.0
4836,6551cd541d74c5f776477dd0,Do all of these planets have the same life expectancy? + bg-5.svg,1.0
4837,6551cd541d74c5f776477dd0,Does expenditure per primary student generally have a positive impact on adult literacy in this group of planets? + sp-3.svg,0.0
4838,6551cd541d74c5f776477dd0,Does expenditure per primary student generally have a positive impact on adult literacy in this group of planets? + sp-table-3.png,1.0
4839,6551cd541d74c5f776477dd0,Does expenditure per primary student seem to have a positive impact on adult literacy on planet Kithrup? + sp-table-9.png,1.0
4840,6551cd541d74c5f776477dd0,How many months have less than 40mm of rain? + line.png,1.0
4841,6551cd541d74c5f776477dd0,How many months have more rain than the average month? + line.png,1.0
4842,6551cd541d74c5f776477dd0,How many planets spend approximately the same amount on primary students as planet Trigus but have a higher percentage of literate adults? + sp-table-12.png,0.0
4843,6551cd541d74c5f776477dd0,How much does it rain in March? + bar.png,1.0
4844,6551cd541d74c5f776477dd0,"In San Francisco, as the weather gets warmer, there is generally more rain. + radial.png",1.0
4845,6551cd541d74c5f776477dd0,"In city Z, what is the approximate average number of new buildings built from 1950 to 1952? + T50.png",0.0
4846,6551cd541d74c5f776477dd0,In which season does each month have less rain than the month before? + table.png,0.0
4847,6551cd541d74c5f776477dd0,Is the total number of shirts sold by company Z in the first half of 2021 higher than that in the second half? + T23.png,0.0
4848,6551cd541d74c5f776477dd0,Is there a positive relationship between SAT score and annual family income for students in city Z? + N10.png,1.0
4849,6551cd541d74c5f776477dd0,"Over the course of years between 2009 and 2014, the number of girls named 'Isla' was always more than 'Olivia'. + item45.png",0.0
4850,6551cd541d74c5f776477dd0,The global smartphone market share of Apple is larger than that of Huawei. + item21.png,1.0
4851,6551cd541d74c5f776477dd0,The number of unique visitors for Amazon was more than that of Yahoo in 2010. + item60.png,1.0
4852,6551cd541d74c5f776477dd0,True or False: Predatory species Z is more prevalent in NC than in AZ. + T10.png,0.0
4853,6551cd541d74c5f776477dd0,What is the approximate average adult literacy in this group of planets? + sp-12.svg,1.0
4854,6551cd541d74c5f776477dd0,What is the approximate average life expectancy on this group of planets? + bg-1.svg,1.0
4855,6551cd541d74c5f776477dd0,What is the cost of peanuts in Las Vegas? + item10.png,1.0
4856,6551cd541d74c5f776477dd0,What is the education level of people in which the Democrats have the lowest approval rating? + item17.png,1.0
4857,6551cd541d74c5f776477dd0,What is the range of the average internet speed in Asia? + item8.png,0.0
4858,6551cd541d74c5f776477dd0,What is the rating that the people have rated the taxi the most? + item23.png,1.0
4859,6551cd541d74c5f776477dd0,What is the trend of the number of bookstores in city Z from 2000 to 2020? + T13.png,1.0
4860,6551cd541d74c5f776477dd0,What is the trend of the total sales for item X from Apr to Aug? + T15.png,0.0
4861,6551cd541d74c5f776477dd0,What is the weight for the person who is 165.1 cm tall? + item26.png,1.0
4862,6551cd541d74c5f776477dd0,What percentage of patients recovered after chemotherapy? + ggr_item1.png,1.0
4863,6551cd541d74c5f776477dd0,When did unemployment first go above 6.9 on planet Mandel? + lg1-6.svg,0.0
4864,6551cd541d74c5f776477dd0,Where did unemployment first go above 6.8? + lg1-11.svg,1.0
4865,6551cd541d74c5f776477dd0,Where did unemployment reach its highest peak since the beginning of this time period? + lg1-1.svg,1.0
4866,6551cd541d74c5f776477dd0,Where did unemployment reach its lowest peak since the beginning of this time period? + lg1-4.svg,1.0
4867,6551cd541d74c5f776477dd0,Where is life expectancy roughly 79? + bg-table-4.png,1.0
4868,6551cd541d74c5f776477dd0,Which city's metro system does lie outside the relationship between the total system length and the number of stations most? + item50.png,0.0
4869,6551cd541d74c5f776477dd0,Which city's metro system has the largest number of stations? + item48.png,0.0
4870,6551cd541d74c5f776477dd0,Which of the following is true about Restaurant R? + N15.png,0.0
4871,6551cd541d74c5f776477dd0,Which of the following is true about the market share of grocery stores in town Z? + N12.png,1.0
4872,6551cd541d74c5f776477dd0,Which planet has the highest life expectancy? + bg-7.svg,1.0
4873,6551cd541d74c5f776477dd0,Which planet has the highest life expectancy? + bg-table-7.png,1.0
4874,6551cd541d74c5f776477dd0,"Which season has more rain, the summer or the spring? + bar.png",1.0
4875,6551cd541d74c5f776477dd0,"Within each city, is there a positive relationship between salary and average daily working hours? + T39.png",1.0
4876,655a35db05bf46b182b8b187,A group of males are gathered around the height of 176 cm and the weight of 70 kg. + item30.png,1.0
4877,655a35db05bf46b182b8b187,A group of the metro systems of the world has approximately 300 stations and around a 200km system length. + item51.png,1.0
4878,655a35db05bf46b182b8b187,About what is the ratio of the cost of a sandwich to the total cost of room service in Seattle? + item11.png,1.0
4879,655a35db05bf46b182b8b187,"Between 1980 and 1990, which disease had a higher increase in the percentage of people affected? + ggr_item12.png",1.0
4880,655a35db05bf46b182b8b187,Do all of these planets have the same life expectancy? + bg-12.svg,1.0
4881,655a35db05bf46b182b8b187,Do all of these planets have the same life expectancy? + bg-5.svg,1.0
4882,655a35db05bf46b182b8b187,Do all of these planets have the same life expectancy? + bg-table-3.png,1.0
4883,655a35db05bf46b182b8b187,Does cell phone brand A have more than half of the total market share? + T28.png,0.0
4884,655a35db05bf46b182b8b187,How many months have more rain than the average month? + bar.png,1.0
4885,655a35db05bf46b182b8b187,How many more men than women are there among 100 patients with disease X? + ggr_item9.png,0.0
4886,655a35db05bf46b182b8b187,How many planets spend approximately the same amount on primary students as planet Trigus but have a higher percentage of literate adults? + sp-table-12.png,1.0
4887,655a35db05bf46b182b8b187,How many planets spend approximately the same amount on primary students as planet Wobb but have a higher percentage of literate adults? + sp-1.svg,0.0
4888,655a35db05bf46b182b8b187,How much does it rain in March? + bar.png,1.0
4889,655a35db05bf46b182b8b187,"In San Francisco, as the weather gets warmer, there is generally more rain. + table.png",1.0
4890,655a35db05bf46b182b8b187,"In general, the ridership of the metro system increases as the number of stations increases. + item52.png",0.0
4891,655a35db05bf46b182b8b187,In which season does each month have less rain than the month before? + radial.png,1.0
4892,655a35db05bf46b182b8b187,On how many planets does high expenditure per primary student seem to have a high positive impact on adult literacy? + sp-table-6.png,1.0
4893,655a35db05bf46b182b8b187,On which planet does high expenditure per primary student lead to the highest adult literacy? + sp-10.svg,1.0
4894,655a35db05bf46b182b8b187,"Over the course of years between 2009 and 2014, the number of girls named 'Isla' was always more than 'Olivia'. + item45.png",0.0
4895,655a35db05bf46b182b8b187,There is a negative linear relationship between the height and the weight of the 85 males. + item31.png,1.0
4896,655a35db05bf46b182b8b187,Was the average amount of precipitation over 15 years in region D higher than that in region C? + T30.png,0.0
4897,655a35db05bf46b182b8b187,What has the average unemployment rate been on planet Konom since the beginning of this time period? + lg1-table-11.png,1.0
4898,655a35db05bf46b182b8b187,What is the approval rating of Republicans among the people who have the education level of Postgraduate Study? + item16.png,1.0
4899,655a35db05bf46b182b8b187,What is the average adult literacy on the 5 planets that spend the most on primary students? + sp-table-11.png,0.0
4900,655a35db05bf46b182b8b187,What is the average internet speed in Japan? + item6.png,1.0
4901,655a35db05bf46b182b8b187,What is the percentage of cancer patients who die after chemotherapy? + ggr_item13.png,0.0
4902,655a35db05bf46b182b8b187,What is the price of water bottle from store A as a proportion of that from store B? + T4.png,1.0
4903,655a35db05bf46b182b8b187,What is the trend of the number of bookstores in city Z from 2000 to 2020? + T13.png,1.0
4904,655a35db05bf46b182b8b187,What is the trend of the total number of apples harvested in farm X from Jan 11 to Jan 14? + T16.png,1.0
4905,655a35db05bf46b182b8b187,What is the trend of the total sales for item X from Apr to Aug? + T15.png,1.0
4906,655a35db05bf46b182b8b187,What was the price range of a barrel of oil in 2015? + item3.png,1.0
4907,655a35db05bf46b182b8b187,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014? + item37.png,1.0
4908,655a35db05bf46b182b8b187,When did the highest increase in the unemployment trend occur on planet Nurag since the beginning of this time period? + lg1-5.svg,0.0
4909,655a35db05bf46b182b8b187,When did unemployment first go above 6.9 on planet Mandel? + lg1-6.svg,0.0
4910,655a35db05bf46b182b8b187,Which month has 25 mm of rain? + line.png,0.0
4911,655a35db05bf46b182b8b187,Which of the following is true about Restaurant R? + N15.png,1.0
4912,655a35db05bf46b182b8b187,"Which of the following is true about the advertising expense breakdown of company Z in countries A, B, and C? + N4.png",1.0
4913,655a35db05bf46b182b8b187,Which of the following is true about the annual number of new movies released in city X? + T14.png,1.0
4914,655a35db05bf46b182b8b187,Which of the following is true about the education level of residents in city Z? + N13.png,0.0
4915,655a35db05bf46b182b8b187,Which of the following is true about the prevalence of the plant species Y? + T20.png,0.0
4916,655a35db05bf46b182b8b187,Which planet has the highest life expectancy? + bg-7.svg,1.0
4917,655a35db05bf46b182b8b187,Which planet spends approximately 6% of its GDP on primary students? + sp-table-10.png,1.0
4918,655a35db05bf46b182b8b187,Which planet spends the most on its primary students? + sp-5.svg,1.0
4919,655a35db05bf46b182b8b187,Which planet spends the most on its primary students? + sp-table-7.png,1.0
4920,655a35db05bf46b182b8b187,Which season has the most rain? + line.png,1.0
4921,655a35db05bf46b182b8b187,"Within each city, is there a positive relationship between salary and average daily working hours? + T39.png",0.0
4922,655e691e45eb5505aaf0799a,A group of males are gathered around the height of 176 cm and the weight of 70 kg. + item30.png,1.0
4923,655e691e45eb5505aaf0799a,A group of the metro systems of the world has approximately 300 stations and around a 200km system length. + item51.png,1.0
4924,655e691e45eb5505aaf0799a,About what is the ratio of the cost of a sandwich to the total cost of room service in Seattle? + item11.png,1.0
4925,655e691e45eb5505aaf0799a,Are there more households with exactly 1 car than households with exactly 2 cars? + T29.png,0.0
4926,655e691e45eb5505aaf0799a,"Assuming today is Feb 20, 2022, which of the following is true about the vegetables planted by the three farms? + T35.png",0.0
4927,655e691e45eb5505aaf0799a,"Between 1980 and 1990, which disease had a higher increase in the percentage of people affected? + ggr_item12.png",1.0
4928,655e691e45eb5505aaf0799a,Do U.S. states have a more similar number of sunny days in the summer or in the winter? + T1.png,0.0
4929,655e691e45eb5505aaf0799a,How many countries in Asia is the average internet speed slower than Thailand? + item9.png,0.0
4930,655e691e45eb5505aaf0799a,How many months have less than 40mm of rain? + table.png,1.0
4931,655e691e45eb5505aaf0799a,How many months have more rain than the average month? + radial.png,1.0
4932,655e691e45eb5505aaf0799a,How many planets spend approximately the same amount on primary students as planet Trigus but have a higher percentage of literate adults? + sp-table-12.png,0.0
4933,655e691e45eb5505aaf0799a,How many planets spend approximately the same amount on primary students as planet Wobb but have a higher percentage of literate adults? + sp-1.svg,1.0
4934,655e691e45eb5505aaf0799a,How much does it rain in March? + line.png,1.0
4935,655e691e45eb5505aaf0799a,"In 2015, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI). + item57.png",1.0
4936,655e691e45eb5505aaf0799a,In which month was the price of a barrel of oil the lowest in 2015? + item2.png,1.0
4937,655e691e45eb5505aaf0799a,In which season does each month have less rain than the month before? + bar.png,0.0
4938,655e691e45eb5505aaf0799a,Is the total number of shirts sold by company Z in the first half of 2021 higher than that in the second half? + T23.png,0.0
4939,655e691e45eb5505aaf0799a,"Over the course of years between 2009 and 2014, the number of girls named 'Isla' was always more than 'Olivia'. + item45.png",0.0
4940,655e691e45eb5505aaf0799a,The global smartphone market share of Apple is larger than that of Huawei. + item21.png,1.0
4941,655e691e45eb5505aaf0799a,True or False: Monthly sales for store B is increasing from Jan to Dec. + T52.png,1.0
4942,655e691e45eb5505aaf0799a,True or False: The annual number of trees planted in town Z has been increasing from 1960 to 1980. + T12.png,1.0
4943,655e691e45eb5505aaf0799a,What has the general average unemployment rate been on this group of planets since the beginning of this time period? + lg1-8.svg,1.0
4944,655e691e45eb5505aaf0799a,What has the general average unemployment rate been on this group of planets since the beginning of this time period? + lg1-table-5.png,1.0
4945,655e691e45eb5505aaf0799a,What is the approximate average adult literacy in this group of planets? + sp-12.svg,1.0
4946,655e691e45eb5505aaf0799a,What is the approximate average life expectancy on this group of planets? + bg-table-11.png,1.0
4947,655e691e45eb5505aaf0799a,What is the average adult literacy on the 5 planets that spend the most on primary students? + sp-table-11.png,0.0
4948,655e691e45eb5505aaf0799a,What is the height for the tallest person among the 85 males? + item27.png,1.0
4949,655e691e45eb5505aaf0799a,What is the rating that the people have rated the taxi the most? + item23.png,1.0
4950,655e691e45eb5505aaf0799a,What is the trend of sales in gift shop A from Jan to Dec? + T43.png,1.0
4951,655e691e45eb5505aaf0799a,What is the trend of the survival rate as weight increases for species Z? + T19.png,1.0
4952,655e691e45eb5505aaf0799a,What percentage of patients recovered after chemotherapy? + ggr_item1.png,1.0
4953,655e691e45eb5505aaf0799a,When was unemployment at its lowest peak on planet Kreno? + lg1-12.svg,0.0
4954,655e691e45eb5505aaf0799a,When was unemployment at its lowest peak on planet Quake? + lg1-table-8.png,1.0
4955,655e691e45eb5505aaf0799a,Where did unemployment first go above 6.8? + lg1-11.svg,1.0
4956,655e691e45eb5505aaf0799a,Where did unemployment reach its highest peak since the beginning of this time period? + lg1-1.svg,1.0
4957,655e691e45eb5505aaf0799a,Which city's metro system has the largest number of stations? + item48.png,1.0
4958,655e691e45eb5505aaf0799a,"Which group of 2 planets (either red, orange, green, purple, brown, or pink) has the biggest difference in life expectancy? + bg-2.svg",1.0
4959,655e691e45eb5505aaf0799a,Which month has 25 mm of rain? + radial.png,1.0
4960,655e691e45eb5505aaf0799a,Which of the following is true about the prevalence of the plant species Y? + T20.png,0.0
4961,655e691e45eb5505aaf0799a,Which of the following is true about the residents in towns X and Y? + N11.png,0.0
4962,655e691e45eb5505aaf0799a,Which of the following statements is true about the customers at the three bike shops in city Z? + N3.png,1.0
4963,655e691e45eb5505aaf0799a,Which planet has the highest life expectancy? + bg-7.svg,1.0
4964,655e691e45eb5505aaf0799a,Which planet has the highest life expectancy? + bg-table-1.png,1.0
4965,655e691e45eb5505aaf0799a,"Which season has more rain, the summer or the spring? + table.png",1.0
4966,655e691e45eb5505aaf0799a,Which season has the most rain? + line.png,1.0
4967,655e691e45eb5505aaf0799a,Which statement about the daily number of traffic accidents from Jan 01 to Jan 15 in state Z is true? + N2.png,1.0
4968,655f8da6abba5f374f3145dc,About what is the global smartphone market share of Samsung? + item19.png,1.0
4969,655f8da6abba5f374f3145dc,"According to your best guess, what will the percentage of people with Adeolitis be in the year 2010? + ggr_item7.png",1.0
4970,655f8da6abba5f374f3145dc,"Assuming today is May 01, and half of the votes from each state for a favorite ice cream brand have been counted. The color of each state corresponds to the brand that has received the most votes in that state so far. The brand with the most number of colored states will be the most popular brand, and the results will be finalized on May 15. Which of the following is true? + T45.png",0.0
4971,655f8da6abba5f374f3145dc,Does expenditure per primary student generally have a positive impact on adult literacy in this group of planets? + sp-table-3.png,1.0
4972,655f8da6abba5f374f3145dc,"Even though there has been some variation, has the unemployment trend generally increased on planet Vincetori since the beginning of this time period? + lg1-table-9.png",1.0
4973,655f8da6abba5f374f3145dc,"Even though there has been some variation, where has the unemployment trend generally increased the most since the beginning of this time period? + lg1-7.svg",1.0
4974,655f8da6abba5f374f3145dc,How many months have less than 40mm of rain? + table.png,1.0
4975,655f8da6abba5f374f3145dc,How many months have more rain than the average month? + radial.png,1.0
4976,655f8da6abba5f374f3145dc,How many planets spend approximately the same amount on primary students as planet Wobb but have a higher percentage of literate adults? + sp-1.svg,0.0
4977,655f8da6abba5f374f3145dc,How much does it rain in March? + bar.png,1.0
4978,655f8da6abba5f374f3145dc,"In San Francisco, as the weather gets warmer, there is generally more rain. + line.png",1.0
4979,655f8da6abba5f374f3145dc,In which season does each month have less rain than the month before? + radial.png,0.0
4980,655f8da6abba5f374f3145dc,Is the total number of shirts sold by company Z in the first half of 2021 higher than that in the second half? + T23.png,1.0
4981,655f8da6abba5f374f3145dc,On how many planets does high expenditure per primary student seem to have a high positive impact on adult literacy? + sp-table-6.png,0.0
4982,655f8da6abba5f374f3145dc,"Over the course of years between 2009 and 2014, when was the number of girls named 'Amelia' at the maximum? + item42.png",1.0
4983,655f8da6abba5f374f3145dc,Samsung is nested in the Financial category. + item61.png,1.0
4984,655f8da6abba5f374f3145dc,The approval rating of Republicans for the people who have the education level of Some College Degree is lower than that for the people who have the education level of Postgraduate Study. + item18.png,1.0
4985,655f8da6abba5f374f3145dc,The ratio of the cost of Soda to the cost of Water in Orlando is higher than that of Washington D.C. + item15.png,1.0
4986,655f8da6abba5f374f3145dc,There is a negative linear relationship between the height and the weight of the 85 males. + item31.png,1.0
4987,655f8da6abba5f374f3145dc,"True or False: If the temperature gets higher than 100°F, then the bottles of water sold must be greater than 750. + T46.png",1.0
4988,655f8da6abba5f374f3145dc,True or False: Monthly sales for store B is increasing from Jan to Dec. + T52.png,1.0
4989,655f8da6abba5f374f3145dc,True or False: More than half of the people in county Z prefer reading at night. + T47.png,0.0
4990,655f8da6abba5f374f3145dc,True or False: The annual number of trees planted in town Z has been increasing from 1960 to 1980. + T12.png,1.0
4991,655f8da6abba5f374f3145dc,What is the percentage of cancer patients who die after chemotherapy? + ggr_item13.png,0.0
4992,655f8da6abba5f374f3145dc,What is the range of the total length of the metro systems? + item49.png,0.0
4993,655f8da6abba5f374f3145dc,What is the trend of the monthly number of new restaurant openings in county Y in 2000? + N7.png,1.0
4994,655f8da6abba5f374f3145dc,What is the weight for the person who is 165.1 cm tall? + item26.png,1.0
4995,655f8da6abba5f374f3145dc,What was the average price of a pound of coffee beans in September 2013? + item35.png,0.0
4996,655f8da6abba5f374f3145dc,What was the number of girls named 'Amelia' in 2010 in the UK? + item40.png,0.0
4997,655f8da6abba5f374f3145dc,What was the price of a barrel of oil in February 2015? + item1.png,1.0
4998,655f8da6abba5f374f3145dc,When did unemployment first go above 6.9 on planet Mandel? + lg1-6.svg,0.0
4999,655f8da6abba5f374f3145dc,Where did unemployment first go above 10.1? + lg1-table-4.png,0.0
5000,655f8da6abba5f374f3145dc,Where is life expectancy roughly 66? + bg-11.svg,1.0
5001,655f8da6abba5f374f3145dc,Where is life expectancy roughly 79? + bg-table-4.png,1.0
5002,655f8da6abba5f374f3145dc,Which of the following is true about company Z? + T18.png,1.0
5003,655f8da6abba5f374f3145dc,"Which of the following is true about the advertising expense breakdown of company Z in countries A, B, and C? + N4.png",1.0
5004,655f8da6abba5f374f3145dc,Which of the following is true about the annual number of new movies released in city X? + T14.png,0.0
5005,655f8da6abba5f374f3145dc,Which of the following is true about the market share of grocery stores in town Z? + N12.png,1.0
5006,655f8da6abba5f374f3145dc,Which of the following is true about the prevalence of the plant species Y? + T20.png,1.0
5007,655f8da6abba5f374f3145dc,Which planet has the highest life expectancy? + bg-table-7.png,1.0
5008,655f8da6abba5f374f3145dc,Which planet has the lowest adult literacy? + sp-9.svg,1.0
5009,655f8da6abba5f374f3145dc,Which planet has the lowest life expectancy? + bg-8.svg,1.0
5010,655f8da6abba5f374f3145dc,"Which planet spends less than 6.0% of its GDP on primary students, yet has a highly literate adult population? + sp-table-4.png",1.0
5011,655f8da6abba5f374f3145dc,"Which planet spends less than 8.0% of its GDP on primary students, yet has a highly literate adult population? + sp-11.svg",1.0
5012,655f8da6abba5f374f3145dc,"Which season has more rain, the summer or the spring? + line.png",1.0
5013,655f8da6abba5f374f3145dc,Which season has the most rain? + bar.png,1.0
5014,655feb8d6493ccbb55c26c59,About how much did the price of a barrel of oil fall from April to September in 2015? + item5.png,1.0
5015,655feb8d6493ccbb55c26c59,"Approximately, what is the total number of visitors at amusement park B as a proportion of that at amusement park C from May to December? + T8.png",0.0
5016,655feb8d6493ccbb55c26c59,"Assuming today is Apr 10, 2022, did the total number of cars parked in the three parking lots fall sharply in 2022? + T36.png",0.0
5017,655feb8d6493ccbb55c26c59,"Assuming today is May 01, 2022, which of the following statements is true? + T37.png",0.0
5018,655feb8d6493ccbb55c26c59,Does cell phone brand A have more than half of the total market share? + T28.png,0.0
5019,655feb8d6493ccbb55c26c59,Does expenditure per primary student generally have a positive impact on adult literacy in this group of planets? + sp-3.svg,1.0
5020,655feb8d6493ccbb55c26c59,Does expenditure per primary student generally have a positive impact on adult literacy in this group of planets? + sp-table-3.png,0.0
5021,655feb8d6493ccbb55c26c59,"Even though there has been some variation, has the unemployment trend generally increased on all of these planets since the beginning of this time period? + lg1-9.svg",1.0
5022,655feb8d6493ccbb55c26c59,"Even though there has been some variation, where has the unemployment trend generally increased the most since the beginning of this time period? + lg1-table-6.png",1.0
5023,655feb8d6493ccbb55c26c59,How many months have less than 40mm of rain? + line.png,0.0
5024,655feb8d6493ccbb55c26c59,How many months have more rain than the average month? + table.png,0.0
5025,655feb8d6493ccbb55c26c59,How many people have rated the taxi between 4.0 and 4.2? + item22.png,1.0
5026,655feb8d6493ccbb55c26c59,How many planets spend approximately the same amount on primary students as planet Wobb but have a higher percentage of literate adults? + sp-1.svg,1.0
5027,655feb8d6493ccbb55c26c59,How much does it rain in March? + radial.png,1.0
5028,655feb8d6493ccbb55c26c59,"In San Francisco, as the weather gets warmer, there is generally more rain. + radial.png",1.0
5029,655feb8d6493ccbb55c26c59,In which season does each month have less rain than the month before? + bar.png,1.0
5030,655feb8d6493ccbb55c26c59,Is the total number of beers consumed by person Z in the first half of 2005 higher than that in the second half? + N8.png,1.0
5031,655feb8d6493ccbb55c26c59,"Over the course of 2013, the average price of a pound of coffee beans was ____________. + item38.png",1.0
5032,655feb8d6493ccbb55c26c59,"Over the course of years between 2009 and 2014, when was the number of girls named 'Amelia' at the maximum? + item42.png",1.0
5033,655feb8d6493ccbb55c26c59,Samsung is nested in the Financial category. + item61.png,1.0
5034,655feb8d6493ccbb55c26c59,The cost of vodka in Atlanta is higher than that of Honolulu. + item14.png,1.0
5035,655feb8d6493ccbb55c26c59,The global smartphone market share of Apple is larger than that of Huawei. + item21.png,1.0
5036,655feb8d6493ccbb55c26c59,The metro system in Shanghai has more ridership than the metro system in Beijing. + item53.png,1.0
5037,655feb8d6493ccbb55c26c59,"The residents of town Y are voting on a favorite hiking trail, and half of the votes have been counted. The poll closes on Sep 01, 2022. Which of the following is true? + T48.png",1.0
5038,655feb8d6493ccbb55c26c59,True or False: WY has a higher risk of bacteria Z infection than ND. + T11.png,0.0
5039,655feb8d6493ccbb55c26c59,What has the average unemployment rate been on planet Voreg since the beginning of this time period? + lg1-2.svg,1.0
5040,655feb8d6493ccbb55c26c59,What is the approximate average adult literacy in this group of planets? + sp-table-5.png,1.0
5041,655feb8d6493ccbb55c26c59,What is the approximate average life expectancy on this group of planets? + bg-table-5.png,1.0
5042,655feb8d6493ccbb55c26c59,What is the average internet speed in Japan? + item6.png,1.0
5043,655feb8d6493ccbb55c26c59,What is the price of water bottle from store A as a proportion of that from store B? + T4.png,1.0
5044,655feb8d6493ccbb55c26c59,What is the trend of sales in gift shop A from Jan to Dec? + T43.png,1.0
5045,655feb8d6493ccbb55c26c59,What is the trend of the growth for plant species P as the number of hours of sunlight exposure per month increases? + T17.png,0.0
5046,655feb8d6493ccbb55c26c59,What is the trend of the monthly number of new restaurant openings in county Y in 2000? + N7.png,1.0
5047,655feb8d6493ccbb55c26c59,What is the weight for the person who is 165.1 cm tall? + item26.png,1.0
5048,655feb8d6493ccbb55c26c59,What percentage of patients recovered after chemotherapy? + ggr_item1.png,1.0
5049,655feb8d6493ccbb55c26c59,When did the highest increase in the unemployment trend occur on planet Kallu since the beginning of this time period? + lg1-table-12.png,1.0
5050,655feb8d6493ccbb55c26c59,When was the increase in the percentage of people with Adeolitis higher? + ggr_item6.png,1.0
5051,655feb8d6493ccbb55c26c59,When was unemployment at its highest peak on planet Durla? + lg1-table-7.png,1.0
5052,655feb8d6493ccbb55c26c59,Which city's metro system does lie outside the relationship between the total system length and the number of stations most? + item50.png,0.0
5053,655feb8d6493ccbb55c26c59,"Which group of 2 planets (either green, red, or orange) has the biggest difference in life expectancy? + bg-table-6.png",1.0
5054,655feb8d6493ccbb55c26c59,Which month has 25 mm of rain? + bar.png,1.0
5055,655feb8d6493ccbb55c26c59,Which of the following statements is true about the customers at the three bike shops in city Z? + N3.png,1.0
5056,655feb8d6493ccbb55c26c59,Which planet has the lowest life expectancy? + bg-table-2.png,1.0
5057,655feb8d6493ccbb55c26c59,"Which planet spends less than 8.0% of its GDP on primary students, yet has a highly literate adult population? + sp-11.svg",1.0
5058,655feb8d6493ccbb55c26c59,Which planet spends the most on its primary students? + sp-table-7.png,1.0
5059,655feb8d6493ccbb55c26c59,Which season has the most rain? + line.png,1.0
5060,65601a3e8e9cfc182d7b5212,A group of males are gathered around the height of 176 cm and the weight of 70 kg. + item30.png,1.0
5061,65601a3e8e9cfc182d7b5212,About what is the global smartphone market share of Samsung? + item19.png,1.0
5062,65601a3e8e9cfc182d7b5212,Approximately what percentage of people had Adeolitis in the year 2000? + ggr_item5.png,1.0
5063,65601a3e8e9cfc182d7b5212,"Approximately what percentage of people who die from cancer die from colon cancer, breast cancer, and prostate cancer taken together? + ggr_item4.png",1.0
5064,65601a3e8e9cfc182d7b5212,"Assuming today is May 01, 2022, which of the following statements is true? + T37.png",0.0
5065,65601a3e8e9cfc182d7b5212,"Assuming today is May 10 and given the chart below, which statement about rainfall (mm) is true for the past 14 days? + T21.png",0.0
5066,65601a3e8e9cfc182d7b5212,Do U.S. states have a more similar number of sunny days in the summer or in the winter? + T1.png,0.0
5067,65601a3e8e9cfc182d7b5212,Does cell phone brand A have more than half of the total market share? + T28.png,0.0
5068,65601a3e8e9cfc182d7b5212,"Even though there has been some variation, has the unemployment trend generally increased on all of these planets since the beginning of this time period? + lg1-9.svg",0.0
5069,65601a3e8e9cfc182d7b5212,How much does it rain in March? + bar.png,1.0
5070,65601a3e8e9cfc182d7b5212,"In San Francisco, as the weather gets warmer, there is generally more rain. + radial.png",1.0
5071,65601a3e8e9cfc182d7b5212,In which country is the average internet speed the fastest in Asia? + item7.png,1.0
5072,65601a3e8e9cfc182d7b5212,In which season does each month have less rain than the month before? + table.png,1.0
5073,65601a3e8e9cfc182d7b5212,In which state was the unemployment rate the highest in 2015? + item56.png,1.0
